43|WISEA J204348.30-010022.9|310.95126 |  -1.00638 |G|225826| 0.753276 |SLS |21.5g|  0.000|6|0|47|5|3|8|0
51|WISEA J204522.42-052443.1|311.34342 |  -5.41198 |G|236498| 0.788873 |SLS |18.4g|  0.000|10|0|53|5|4|8|0
56|WISEA J204715.55-064529.2|311.81482 |  -6.75812 |G|252929| 0.843679 |SLS |18.8g|  0.000|9|0|53|5|4|8|0
58|SDSS J204735.34-002257.6|311.89728 |  -0.38267 |G|296642| 0.989491 |SLS |19.7g|  0.000|2|0|15|2|1|4|0
61|SDSS J204750.39+002606.9|311.96015 |   0.43526 |QSO|184771| 0.616329 |SLS |20.3r|  0.000|21|0|30|6|10|4|0
62|WISEA J204753.01+001332.1|311.97089 |   0.22560 |QSO|195855| 0.653301 |SLS |20.5r|  0.000|18|0|35|7|9|4|0
65|WISEA J204857.54-002538.1|312.23976 |  -0.42727 |QSO|203150| 0.677636 |SLS |19.8r|  0.000|19|0|23|8|10|4|0
67|WISEA J204903.95-114023.5|312.26651 | -11.67312 |G|190698| 0.636100 |SLS |     |  0.000|3|0|13|4|3|0|0
68|WISEA J204917.76-113919.2|312.32422 | -11.65541 |G|230151| 0.767700 |SLS |     |  0.000|3|0|13|4|3|0|0
69|WISEA J204934.60-114021.0|312.39420 | -11.67253 |G|193546| 0.645600 |SLS |     |  0.000|3|0|13|4|3|0|0
71|WISEA J204939.99-114046.2|312.41696 | -11.67963 |G|229276| 0.764783 |SLS |     |  0.000|3|0|13|4|3|0|0
72|WISEA J204940.45-114229.2|312.41858 | -11.70813 |G|194146| 0.647600 |SLS |     |  0.000|3|0|13|4|3|0|0
73|WISEA J204942.42-000003.5|312.42679 |  -0.00099 |G|272214| 0.908007 |SLS |22.1g|  0.000|0|0|27|3|1|4|0
75|WISEA J204947.38-114302.2|312.44743 | -11.71730 |G|229971| 0.767100 |SLS |     |  0.000|3|0|13|4|3|0|0
76|WISEA J204950.55-113911.7|312.46065 | -11.65327 |G|206527| 0.688900 |SLS |     |  0.000|3|0|13|5|4|0|0
77|SDSS J204954.89-000316.2|312.47873 |  -0.05450 |G|234654| 0.782722 |SLS |22.2g|  0.000|0|0|15|2|1|4|0
78|WISEPC J204956.14-114131.6|312.48392 | -11.69214 |G|256270| 0.854826 |SLS |     |  0.000|3|0|1|3|3|0|0
80|SDSS J205010.73-005256.1|312.54471 |  -0.88228 |G|187658| 0.625960 |SLS |22.5g|  0.000|1|0|15|2|1|4|0
81|[SBH2016] J205015.18-005354.8 |312.56325 |  -0.89856 |G|187469| 0.625330 |SLS |     |  0.000|1|0|0|1|1|0|0
82|WISEA J205016.97-002646.7|312.57075 |  -0.44633 |G|240965| 0.803773 |SLS |21.7g|  0.000|2|0|27|4|2|4|0
83|WISEA J205020.58-005640.7|312.58577 |  -0.94466 |G|245785| 0.819850 |SLS |23.4g|  0.000|1|0|27|3|1|4|1
84|WISEA J205021.80-005800.4|312.59070 |  -0.96702 |G|184225| 0.614510 |SLS |22.1g|  0.000|1|0|27|3|1|4|0
85|SDSS J205022.39-005732.5|312.59332 |  -0.95903 |G|184321| 0.614830 |SLS |23.6g|  0.000|1|0|15|2|1|4|0
86|[SBH2016] J205023.04-005402.5 |312.59600 |  -0.90069 |G|187142| 0.624240 |SLS |     |  0.000|1|0|0|1|1|0|0
87|WISEA J205024.47-005839.5|312.60199 |  -0.97765 |G|186015| 0.620480 |SLS |22.9g|  0.000|2|0|27|4|2|4|0
88|WISEA J205025.22-005647.7|312.60511 |  -0.94658 |IrS|186678| 0.622690 |SLS |     |  0.000|1|0|12|2|1|0|0
89|WISEA J205025.71-005712.1|312.60716 |  -0.95337 |G|187574| 0.625680 |SLS |22.7g|  0.000|1|0|27|3|1|4|0
90|SDSS J205026.13-005416.1|312.60892 |  -0.90449 |*|186114| 0.620810 |SLS |23.9g|  0.000|1|0|5|2|1|4|0
91|WISEA J205026.22-005651.8|312.60925 |  -0.94773 |G|186477| 0.622020 |SLS |23.3g|  0.000|1|0|27|3|1|3|0
92|WISEA J205026.29-005457.0|312.60956 |  -0.91586 |IrS|187538| 0.625560 |SLS |     |  0.000|1|0|12|2|1|0|0
93|[SBH2016] J205027.63-005247.9 |312.61512 |  -0.87997 |G|186699| 0.622760 |SLS |     |  0.000|1|0|0|1|1|0|0
94|WISEA J205027.89-005419.7|312.61623 |  -0.90549 |IrS|185653| 0.619270 |SLS |     |  0.000|1|0|12|2|1|0|0
95|[SBH2016] J205027.96-005601.8 |312.61650 |  -0.93383 |G|187451| 0.625270 |SLS |     |  0.000|1|0|0|1|1|0|0
96|WISEA J205028.22-005558.5|312.61768 |  -0.93252 |*|207990| 0.693780 |SLS |23.4g|  0.000|1|0|17|3|1|4|0
97|[SBH2016] J205028.80-005729.8 |312.62000 |  -0.95828 |G|186336| 0.621550 |SLS |     |  0.000|1|0|0|1|1|0|0
98|[SBH2016] J205029.24-005530.5 |312.62183 |  -0.92514 |G|186333| 0.621540 |SLS |     |  0.000|1|0|0|1|1|0|0
99|SDSS J205029.55-005538.0|312.62313 |  -0.92724 |G|185757| 0.619620 |SLS |23.5g|  0.000|2|0|15|2|1|4|1
100|SDSS J205029.65-005548.4|312.62355 |  -0.93012 |G|187175| 0.624350 |SLS |23.9g|  0.000|1|0|15|2|1|4|1
101|WISEA J205029.75-005540.9|312.62396 |  -0.92804 |G|183859| 0.613287 |SLS |23.2g|  0.000|4|0|28|6|4|4|1
102|SDSS J205030.00-005528.4|312.62503 |  -0.92458 |G|186333| 0.621540 |SLS |22.3g|  0.000|1|0|15|2|1|4|1
103|WISEA J205030.22-005655.1|312.62592 |  -0.94866 |G|186639| 0.622560 |SLS |23.9g|  0.000|1|0|27|3|1|4|0
104|WISEA J205030.20-005639.5|312.62597 |  -0.94418 |G|189394| 0.631750 |SLS |25.7g|  0.000|1|0|27|3|1|4|0
105|[SBH2016] J205030.66-005709.6 |312.62775 |  -0.95267 |G|188845| 0.629920 |SLS |     |  0.000|1|0|0|1|1|0|0
106|[SBH2016] J205031.22-005803.7 |312.63008 |  -0.96769 |G|186735| 0.622880 |SLS |     |  0.000|1|0|0|1|1|0|0
107|[SBH2016] J205031.25-005804.3 |312.63021 |  -0.96786 |G|187436| 0.625220 |SLS |     |  0.000|1|0|0|1|1|0|0
108|SDSS J205031.30-005559.4|312.63045 |  -0.93319 |G|183257| 0.611280 |SLS |22.8g|  0.000|1|0|15|2|1|4|0
109|SDSS J205031.71-005736.0|312.63213 |  -0.96002 |G|187157| 0.624290 |SLS |23.6g|  0.000|1|0|15|2|1|4|0
110|WISEA J205031.95-005813.7|312.63312 |  -0.97049 |G|186636| 0.622550 |SLS |23.6g|  0.000|1|0|27|3|1|4|0
112|SDSS J205032.79-005739.5|312.63666 |  -0.96097 |G|186678| 0.622690 |SLS |21.6g|  0.000|1|0|15|2|1|4|0
113|WISEA J205036.18-005853.0|312.65077 |  -0.98141 |IrS|187068| 0.623990 |SLS |     |  0.000|1|0|12|2|1|0|0
114|WISEA J205037.17-005726.3|312.65491 |  -0.95731 |G|187217| 0.624490 |SLS |24.5g|  0.000|1|0|27|3|1|4|0
115|WISEA J205037.93-005940.7|312.65808 |  -0.99466 |G|186489| 0.622060 |SLS |23.4g|  0.000|1|0|27|3|1|4|0
116|WISEA J205040.28-005449.6|312.66775 |  -0.91356 |G|185395| 0.618410 |SLS |25.0g|  0.000|1|0|27|3|1|4|0
117|WISEA J205040.76-005704.6|312.66986 |  -0.95128 |IrS|188776| 0.629690 |SLS |     |  0.000|1|0|12|2|1|0|0
118|WISEA J205043.61-005559.2|312.68173 |  -0.93312 |G|186285| 0.621380 |SLS |23.7g|  0.000|1|0|27|3|1|4|0
119|WISEA J205043.86-005546.5|312.68262 |  -0.92961 |G|186612| 0.622470 |SLS |22.7g|  0.000|1|0|27|3|1|4|0
120|WISEA J205045.59-005706.5|312.69016 |  -0.95198 |*|186405| 0.621780 |SLS |24.2g|  0.000|1|0|17|3|1|4|0
121|SDSS J205110.56-004328.5|312.79400 |  -0.72460 |G|356754| 1.190002 |SLS |23.1g|  0.000|2|0|15|2|1|3|0
124|WISEA J205144.44-001953.3|312.93520 |  -0.33147 |G|186718| 0.622825 |SLS |     |  0.000|2|0|12|3|2|0|0
125|WISEA J205206.07+010529.4|313.02529 |   1.09151 |G|185120| 0.617495 |SLS |22.5g|  0.000|3|0|27|3|1|4|0
129|WISEA J205302.35-065223.7|313.25983 |  -6.87326 |G|216416| 0.721887 |SLS |21.4g|  0.000|6|0|37|4|5|8|0
133|WISEA J205405.24+012046.6|313.52185 |   1.34628 |UvS|299408| 0.998719 |SLS |     |  0.000|1|0|24|5|1|0|0
134|WISEA J205406.36-011501.1|313.52653 |  -1.25032 |G|287252| 0.958171 |SLS |19.1g|  0.000|0|0|27|3|1|4|0
137|WISEA J205455.16-052511.4|313.72985 |  -5.41984 |QSO|249183| 0.831184 |SLS |20.5g|  0.000|20|0|37|6|11|8|0
140|SDSS J205508.03+001543.2|313.78350 |   0.26200 |G|186960| 0.623633 |SLS |21.5g|  0.000|4|0|15|2|1|4|0
142|[SBH2016] J205523.67+010505.8 |313.84863 |   1.08494 |G|269888| 0.900250 |SLS |     |  0.000|1|0|0|1|1|0|0
143|SDSS J205533.66+010853.9|313.89027 |   1.14832 |G|184744| 0.616240 |SLS |23.5g|  0.000|1|0|15|2|1|4|0
144|WISEA J205539.94-122914.0|313.91647 | -12.48713 |G|302850| 1.010200 |SLS |     |  0.000|3|0|13|4|3|0|0
149|WISEA J205550.23-122848.4|313.95931 | -12.48013 |G|228352| 0.761700 |SLS |     |  0.000|3|0|13|4|3|0|0
154|WISEA J205555.57-122947.8|313.98155 | -12.49664 |G|227902| 0.760200 |SLS |     |  0.000|3|0|13|4|3|0|0
156|LQAC 313-004 006|314.01533 |  -4.52197 |G|302790| 1.010000 |SLS |20.5R|  0.000|13|0|29|6|2|2|0
157|WISEA J205605.57-044057.7|314.02323 |  -4.68271 |G|239534| 0.799000 |SLS |20.8R|  0.000|13|0|41|7|2|3|0
158|GALEXASC J205606.75-043726.9  |314.02750 |  -4.62361 |G|356153| 1.188000 |SLS |19.5R|  0.000|11|0|9|4|2|0|0
160|2CXO J205608.2-043211|314.03418 |  -4.53649 |G|219148| 0.731000 |SLS |23.8R|  0.000|10|0|18|5|3|0|0
161|WISEA J205611.98-122911.4|314.04995 | -12.48651 |G|227812| 0.759900 |SLS |     |  0.000|3|0|13|4|3|0|0
162|WISEA J205612.57-122857.4|314.05239 | -12.48264 |G|303066| 1.010920 |SLS |     |  0.000|3|0|13|5|3|0|0
165|WISEA J205622.27-044006.1|314.09263 |  -4.66850 |G|192167| 0.641000 |SLS |20.6R|  0.000|10|0|48|8|2|3|0
169|LQAC 314-004 011|314.12125 |  -4.57083 |G|309086| 1.031000 |SLS |21.2R|  0.000|10|0|6|3|2|0|0
171|WISEA J205631.44-043615.1|314.13076 |  -4.60428 |G|285702| 0.953000 |SLS |21.9R|  0.000|11|0|47|8|2|3|0
173|SSTSL2 J205635.23-043945.8|314.14682 |  -4.66273 |G|219448| 0.732000 |SLS |22.3R|  0.000|8|0|12|4|2|0|0
176|SDSS J205643.05+010626.6|314.17938 |   1.10740 |G|244306| 0.814916 |SLS |22.0g|  0.000|1|0|18|4|2|4|0
184|WISEA J205751.89-072814.1|314.46621 |  -7.47059 |QSO|213208| 0.711184 |SLS |19.4g|  0.000|26|0|43|8|13|8|0
186|WISEA J205756.64+005443.3|314.48601 |   0.91205 |G|187428| 0.625194 |SLS |21.1g|  0.000|1|0|31|4|1|4|0
188|WISEA J205805.14+003716.1|314.52143 |   0.62115 |G|184762| 0.616300 |SLS |21.6g|  0.000|3|0|27|2|1|4|0
189|SDSS J205811.89+005426.1|314.54956 |   0.90727 |G|205410| 0.685175 |SLS |20.6g|  0.000|0|0|15|2|1|4|0
195|WISEA J205825.18-003136.0|314.60493 |  -0.52667 |G|183547| 0.612248 |SLS |21.2g|  0.000|1|0|27|3|1|4|1
199|WISEA J205848.34-000926.1|314.70144 |  -0.15726 |G|184732| 0.616200 |SLS |22.1g|  0.000|3|0|27|2|1|4|0
200|2SLAQ J205854.91-003855.4|314.72879 |  -0.64872 |G|188929| 0.630200 |SLS |21.0r|  0.000|2|0|0|1|1|0|5
205|WISEA J205959.57-144042.0|314.99822 | -14.67834 |RadioS|206557| 0.689000 |SLS | 2.53|  0.000|16|0|18|12|2|0|0
7|SDSS J210114.60-053647.4|315.31085 |  -5.61319 |G|289829| 0.966764 |SLS |23.1g|  0.000|1|0|15|2|1|4|0
9|SDSS J210121.51+001127.6|315.33967 |   0.19102 |QSO|198386| 0.661744 |SLS |20.6r|  0.000|15|0|24|6|8|4|0
12|SDSS J210148.01+103605.7|315.45008 |  10.60161 |G|327323| 1.091831 |SLS |18.5g|  0.000|6|0|39|4|3|8|0
17|SDSS J210253.12+011408.2|315.72136 |   1.23561 |G|268961| 0.897157 |SLS |21.1g|  0.000|0|0|19|3|1|4|0
27|WISEA J210422.88-053650.7|316.09534 |  -5.61409 |QSO|193649| 0.645942 |SLS |19.2g|  0.000|31|0|46|10|17|8|0
28|WISEA J210558.95+082244.7|316.49567 |   8.37910 |G|226049| 0.754019 |SLS |     |  0.000|1|0|12|3|2|0|0
31|WISEA J210624.38+111220.1|316.60160 |  11.20559 |QSO|183433| 0.611867 |SLS |19.8g|  0.000|31|0|46|10|15|8|0
32|WISEA J210659.67+083000.2|316.74865 |   8.50008 |G|208360| 0.695013 |SLS |     |  0.000|1|0|12|3|1|0|0
33|WISEA J210712.77+005439.5|316.80323 |   0.91098 |QSO|277766| 0.926527 |SLS |20.5g|  0.000|28|0|50|11|18|8|0
35|WISEA J210800.23-005139.3|317.00098 |  -0.86093 |G|182201| 0.607757 |SLS |22.8g|  0.000|3|0|27|3|1|4|0
36|WISEA J210806.11+005958.8|317.02548 |   0.99967 |G|196758| 0.656314 |SLS |22.8g|  0.000|0|0|27|3|1|4|0
37|WISEA J210806.65+003915.3|317.02772 |   0.65427 |G|218110| 0.727535 |SLS |24.7g|  0.000|2|0|27|3|1|4|0
38|WISEA J210807.61+010400.9|317.03171 |   1.06694 |G|201148| 0.670956 |SLS |23.3g|  0.000|1|0|27|3|1|4|0
39|WISEA J210809.15+005904.0|317.03816 |   0.98445 |G|194584| 0.649063 |SLS |23.2g|  0.000|0|0|27|3|1|4|0
40|WISEA J210809.86+004508.5|317.04110 |   0.75239 |G|187856| 0.626619 |SLS |21.8g|  0.000|3|0|27|3|1|4|0
41|WISEA J210810.63+005431.1|317.04432 |   0.90865 |G|188210| 0.627802 |SLS |23.2g|  0.000|0|0|27|3|1|4|0
42|WISEA J210810.91+081001.7|317.04550 |   8.16715 |G|229745| 0.766348 |SLS |     |  0.000|2|0|12|4|3|0|0
43|WISEA J210812.43+054042.3|317.05183 |   5.67843 |G|189882| 0.633378 |SLS |     |  0.000|1|0|12|3|1|0|0
44|WISEA J210822.48+010146.6|317.09367 |   1.02962 |G|200529| 0.668893 |SLS |21.7g|  0.000|0|0|27|3|1|4|0
45|WISEA J210829.04-005103.8|317.12101 |  -0.85106 |G|189749| 0.632933 |SLS |23.0g|  0.000|0|0|27|3|1|4|0
46|WISEA J210835.77+000804.2|317.14908 |   0.13452 |G|201974| 0.673714 |SLS |21.8g|  0.000|1|0|27|3|1|4|0
47|WISEA J210836.08+010102.5|317.15037 |   1.01738 |G|189250| 0.631271 |SLS |22.7g|  0.000|4|0|27|4|2|4|0
48|GRB 140622A HOST|317.15417 | -14.43333 |G|287501| 0.959000 |SLS |     |  0.000|7|0|0|1|18|0|0
49|WISEA J210838.01-005939.4|317.15841 |  -0.99430 |G|206732| 0.689583 |SLS |22.9g|  0.000|1|0|27|3|1|4|0
50|WISEA J210840.19+112145.3|317.16746 |  11.36259 |G|234627| 0.782631 |SLS |16.1g|  0.000|10|0|52|10|5|6|0
51|WISEA J210844.87-005817.3|317.18696 |  -0.97150 |G|181952| 0.606926 |SLS |22.4g|  0.000|1|0|27|3|1|4|0
52|WISEA J210846.20-005712.0|317.19253 |  -0.95334 |G|189777| 0.633029 |SLS |22.6g|  0.000|1|0|27|3|1|4|0
53|WISEA J210846.89+002718.3|317.19541 |   0.45509 |G|207396| 0.691799 |SLS |21.5g|  0.000|0|0|27|3|1|4|0
54|SDSS J210850.31+002231.5|317.20966 |   0.37544 |G|188354| 0.628280 |SLS |23.4g|  0.000|0|0|15|2|1|3|0
55|WISEA J210851.12+090014.6|317.21303 |   9.00408 |G|186976| 0.623684 |SLS |22.4g|  0.000|2|0|27|3|1|4|0
56|WISEA J210855.12+003716.4|317.22970 |   0.62124 |G|196568| 0.655679 |SLS |23.0g|  0.000|3|0|27|3|1|4|0
57|WISEA J210858.63+004025.2|317.24432 |   0.67369 |G|231579| 0.772464 |SLS |23.3g|  0.000|1|0|27|3|1|4|0
58|WISEA J210859.31+005511.6|317.24714 |   0.91990 |G|198509| 0.662153 |SLS |22.6g|  0.000|0|0|27|3|1|4|0
59|SDSS J210902.29+001043.0|317.25964 |   0.17858 |G|198708| 0.662820 |SLS |22.4g|  0.000|0|0|15|2|1|4|0
60|WISEA J210903.23+005756.1|317.26350 |   0.96561 |G|216881| 0.723437 |SLS |21.9g|  0.000|2|0|27|3|1|4|0
61|WISEA J210905.75+005314.0|317.27398 |   0.88723 |G|190501| 0.635444 |SLS |22.9g|  0.000|1|0|27|3|1|4|0
62|SDSS J210909.62+004545.0|317.29037 |   0.76258 |G|211299| 0.704817 |SLS |21.7g|  0.000|0|0|15|2|1|4|0
63|WISEA J210918.15-004908.8|317.32567 |  -0.81914 |G|199824| 0.666540 |SLS |22.1g|  0.000|0|0|27|3|1|4|0
64|SDSS J210919.37+000650.2|317.33073 |   0.11396 |G|197241| 0.657926 |SLS |23.8g|  0.000|1|0|15|2|1|4|0
65|WISEA J210920.37+001541.0|317.33491 |   0.26141 |G|187850| 0.626599 |SLS |22.6g|  0.000|1|0|27|3|1|4|0
66|WISEA J210924.39+004454.5|317.35165 |   0.74848 |G|231063| 0.770743 |SLS |21.7g|  0.000|0|0|28|3|1|4|0
67|WISEA J210928.04+042135.9|317.36685 |   4.35998 |G|186982| 0.623706 |SLS |     |  0.000|1|0|12|3|1|0|0
68|WISEA J210939.42-003401.0|317.41425 |  -0.56695 |G|200587| 0.669086 |SLS |22.5g|  0.000|1|0|27|3|1|4|0
69|WISEA J210940.09+010628.5|317.41705 |   1.10793 |G|197541| 0.658925 |SLS |24.2g|  0.000|3|0|27|3|1|4|1
70|WISEA J210940.26+004209.9|317.41776 |   0.70276 |G|218107| 0.727525 |SLS |23.6g|  0.000|2|0|27|3|1|4|0
71|SDSS J210944.39+004656.4|317.43498 |   0.78233 |G|313434| 1.045502 |SLS |22.4g|  0.000|1|0|15|2|1|3|0
72|WISEA J210947.62-003127.7|317.44846 |  -0.52437 |G|199539| 0.665589 |SLS |21.9g|  0.000|4|0|27|3|1|4|0
73|SDSS J210955.46-001603.5|317.48116 |  -0.26765 |G|182050| 0.607254 |SLS |21.5g|  0.000|0|0|15|2|1|4|0
74|WISEA J211000.64-002836.4|317.50270 |  -0.47680 |G|180304| 0.601430 |SLS |22.5g|  0.000|1|0|27|3|1|4|0
75|WISEA J211009.74+011327.6|317.54056 |   1.22426 |G|245583| 0.819178 |SLS |23.6g|  0.000|0|0|27|3|1|3|0
76|WISEA J211012.13-002941.6|317.55055 |  -0.49491 |G|180159| 0.600947 |SLS |21.8g|  0.000|0|0|27|3|1|4|0
77|WISEA J211014.22+002209.5|317.55928 |   0.36931 |G|199709| 0.666158 |SLS |22.9g|  0.000|3|0|27|3|1|4|0
78|WISEA J211016.40-021411.5|317.56837 |  -2.23655 |G|183540| 0.612224 |SLS |     |  0.000|1|0|12|3|1|0|0
79|SDSS J211019.63+010223.2|317.58187 |   1.03981 |G|251294| 0.838227 |SLS |22.8g|  0.000|1|0|15|2|1|4|0
80|SDSS J211020.97+002933.1|317.58740 |   0.49254 |G|282530| 0.942419 |SLS |22.6g|  0.000|1|0|15|2|1|4|0
82|WISEA J211025.19+012509.2|317.60496 |   1.41925 |G|232890| 0.776836 |SLS |     |  0.000|1|0|12|3|1|0|0
83|WISEA J211025.50+001151.4|317.60627 |   0.19763 |G|197692| 0.659428 |SLS |23.0g|  0.000|2|0|27|3|1|4|0
84|WISEA J211026.63-024605.5|317.61098 |  -2.76822 |G|198627| 0.662549 |SLS |     |  0.000|1|0|12|3|1|0|0
85|WISEA J211027.54+003611.7|317.61477 |   0.60325 |G|205576| 0.685727 |SLS |22.2g|  0.000|0|0|27|3|1|4|0
86|WISEA J211027.93+010806.8|317.61641 |   1.13523 |G|180427| 0.601841 |SLS |22.2g|  0.000|2|0|27|3|1|4|0
87|SDSS J211028.63+003115.5|317.61930 |   0.52098 |G|222033| 0.740621 |SLS |22.1g|  0.000|1|0|15|2|1|4|0
88|WISEA J211029.64-001941.7|317.62346 |  -0.32834 |G|197324| 0.658202 |SLS |20.0g|  0.000|2|0|27|3|1|4|0
89|WISEA J211030.26-002437.1|317.62610 |  -0.41032 |G|212455| 0.708675 |SLS |22.1g|  0.000|0|0|27|3|1|4|0
91|SDSS J211035.16+002846.5|317.64651 |   0.47959 |G|315489| 1.052357 |SLS |21.7g|  0.000|1|0|15|2|1|4|0
92|SDSS J211036.24+002130.4|317.65102 |   0.35846 |G|180489| 0.602047 |SLS |23.1g|  0.000|1|0|15|2|1|4|0
93|WISEA J211036.82-011010.9|317.65343 |  -1.16971 |G|193309| 0.644809 |SLS |23.0g|  0.000|1|0|27|3|1|4|0
94|WISEA J211041.35-000608.8|317.67232 |  -0.10247 |G|199343| 0.664936 |SLS |23.3g|  0.000|1|0|27|3|1|4|0
96|SDSS J211042.92-011435.3|317.67884 |  -1.24316 |G|181129| 0.604180 |SLS |22.9g|  0.000|2|0|15|2|1|4|0
97|WISEA J211043.03-004944.6|317.67931 |  -0.82908 |G|191450| 0.638607 |SLS |23.4g|  0.000|1|0|27|3|1|4|0
98|WISEA J211043.09-011425.4|317.67956 |  -1.24041 |G|181324| 0.604831 |SLS |22.8g|  0.000|3|0|27|3|1|4|0
99|WISEA J211043.32+000616.4|317.68040 |   0.10498 |G|180432| 0.601856 |SLS |21.6g|  0.000|2|0|30|4|1|4|0
100|WISEA J211047.02+005025.1|317.69595 |   0.84032 |G|187662| 0.625974 |SLS |22.9g|  0.000|1|0|27|3|1|4|0
101|WISEA J211047.92-004103.2|317.69971 |  -0.68424 |G|182961| 0.610292 |SLS |23.2g|  0.000|3|0|27|3|1|4|0
102|WISEA J211048.04+001405.2|317.70017 |   0.23480 |G|180370| 0.601651 |SLS |23.2g|  0.000|1|0|27|3|1|4|0
104|WISEA J211049.06-010210.3|317.70442 |  -1.03621 |G|183431| 0.611859 |SLS |22.9g|  0.000|3|0|27|3|1|4|0
105|SDSS J211049.19+003044.1|317.70496 |   0.51228 |G|195633| 0.652562 |SLS |22.4g|  0.000|3|0|15|2|1|4|0
106|WISEA J211049.58+005930.7|317.70659 |   0.99188 |G|198378| 0.661717 |SLS |24.1g|  0.000|1|0|27|3|1|4|0
108|WISEA J211050.34+001943.5|317.70978 |   0.32877 |G|181800| 0.606421 |SLS |22.8g|  0.000|3|0|27|3|1|4|0
109|WISEA J211051.10-010941.1|317.71295 |  -1.16144 |G|180528| 0.602177 |SLS |22.7g|  0.000|2|0|27|3|1|4|0
114|WISEA J211054.88-005648.0|317.72868 |  -0.94668 |G|191169| 0.637672 |SLS |22.9g|  0.000|3|0|27|3|1|4|0
120|WISEA J211059.44-002830.4|317.74768 |  -0.47513 |G|182801| 0.609759 |SLS |23.2g|  0.000|0|0|27|3|1|4|0
123|WISEA J211101.06+005801.3|317.75442 |   0.96705 |G|183602| 0.612430 |SLS |22.9g|  0.000|3|0|27|3|1|4|0
124|WISEA J211101.33+011459.0|317.75557 |   1.24973 |G|186144| 0.620909 |SLS |24.6g|  0.000|0|0|27|3|1|4|0
126|SDSS J211102.13+003222.9|317.75895 |   0.53970 |G|179898| 0.600075 |SLS |21.6g|  0.000|0|0|16|2|1|3|0
127|SDSS J211102.16-000912.7|317.75901 |  -0.15353 |G|199479| 0.665389 |SLS |24.8g|  0.000|0|0|15|2|1|3|0
128|WISEA J211103.24+004033.8|317.76352 |   0.67607 |G|218622| 0.729244 |SLS |22.9g|  0.000|3|0|27|3|1|4|0
129|WISEA J211105.98-002911.7|317.77494 |  -0.48661 |G|242231| 0.807996 |SLS |21.7g|  0.000|1|0|28|3|1|4|0
130|WISEA J211106.46+073011.1|317.77693 |   7.50310 |UvS|192026| 0.640530 |SLS |     |  0.000|2|0|16|5|3|0|0
131|WISEA J211108.40-011335.4|317.78502 |  -1.22653 |G|181214| 0.604466 |SLS |22.9g|  0.000|3|0|27|3|1|4|0
132|WISEA J211109.22-001843.8|317.78843 |  -0.31217 |G|199736| 0.666248 |SLS |22.7g|  0.000|3|0|27|3|1|4|0
133|WISEA J211112.22-004757.5|317.80096 |  -0.79932 |G|182470| 0.608655 |SLS |22.0g|  0.000|1|0|27|3|1|4|0
